timestamp_ms,jam_power,ber,snr_linear,snr_db
1765142889955,0.0,0.49549639711769417,12.551339041905859,10.986900610751693
1765142889955,0.1,0.4955964771817454,5.314653384044152,7.254749455657622
1765142889955,0.2,0.4955964771817454,3.3764181357137946,5.2845622432472315
1765142889955,0.30000000000000004,0.4952962369895917,2.4745934670879097,3.9350386205679118
1765142889955,0.4,0.4950960768614892,1.9531196811070504,2.9072885632026195
1765142889955,0.5,0.494595676541233,1.6132408573379837,2.076992125248744
1765142889955,0.6000000000000001,0.5006004803843075,1.3741534097919843,1.380352198468449
1765142889955,0.7000000000000001,0.4977982385908727,1.1968057793019553,0.7802367770732016
1765142889955,0.8,0.4982986389111289,1.060014683191511,0.253118810999764
1765142889955,0.9,0.5008006405124099,0.9512938667887455,-0.21685303240588663
1765142889955,1.0,0.5015012009607687,0.8628060011887091,-0.6408684285262705
